host	n_obs_alone	n_obs_with_par	n_obs_tot	known_plant	selection_test_01	phylum	class	order	family	subfamily	tribe	genus	n_in_10_best_march_2019	n_obs_with_col_event	n_col_event
euglyphis_janzen06	8	2	10	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	8	8
euglyphis_jessiehillae	69	18	87	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	61	54
euglyphis_lankesteri	30	3	33	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	30	24
euglyphis_larunda	47	1	48	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	34	23
euglyphis_lepta	177	2	179	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	109	71
euglyphis_mariadhj03	110	17	127	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	108	95
euglyphis_obliterata	31	3	34	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	26	21
euglyphis_phyllisdhj02	70	2	72	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	56	49
euglyphis_rundala	23	2	25	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	16	12
euglyphis_sonia	44	1	45	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	41	32
euglyphis_submarginalis	27	2	29	0	n	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	NA	Euglyphis	NA	27	20
eulepidotis_caeruleilinea	100	8	108	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Eulepidotini	Eulepidotis	NA	93	41
eulepidotis_electa	67	6	73	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Eulepidotini	Eulepidotis	NA	62	38
eulepidotis_folium	2	5	7	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Eulepidotini	Eulepidotis	NA	2	1
eulepidotis_rectimargo	122	46	168	0	n	Arthropoda	Insecta	Lepidoptera	Erebidae	Eulepidotinae	Eulepidotini	Eulepidotis	NA	119	70
eulepte_alialis	186	47	233	67	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	100	47
eulepte_concordalis	240	152	392	80	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	173	124
eulepte_janzen02	38	1	39	4	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	33	22
eulepte_janzen03	20	34	54	5	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	9	8
eulepte_janzen06	92	14	106	8	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	70	35
eulepte_janzen07	45	1	46	9	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	26	17
eulepte_janzen12	41	14	55	11	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	20	14
eulepte_janzen13	45	1	46	12	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	36	11
eulepte_solis15	110	45	155	23	n	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	NA	Eulepte	NA	81	50
eumorpha_anchemolus	9	10	19	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eumorpha	NA	8	8
eumorpha_fasciatus	29	50	79	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eumorpha	NA	26	25
eumorpha_labruscae	18	6	24	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eumorpha	NA	15	13
eumorpha_megaeacus	15	3	18	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eumorpha	NA	13	12
eumorpha_satellitia	11	76	87	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eumorpha	NA	11	11
eumorpha_triangulum	82	9	91	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eumorpha	NA	59	44
eumorpha_vitis	7	1	8	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eumorpha	NA	7	7
eunica_caresa	8	1	9	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Eunica	NA	8	7
eunica_malvina	10	6	16	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Eunica	NA	6	5
eunica_monima	45	2	47	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Biblidinae	NA	Eunica	NA	33	15
euphyes_janzen01	80	7	87	47	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Euphyes	NA	68	44
euphyes_peneia	40	11	51	35	n	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Hesperiinae	NA	Euphyes	NA	36	32
euphyia_crispa	23	13	36	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Euphyia	NA	18	16
eupithecia_janzen12	87	21	108	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Eupithecia	NA	84	40
eupithecia_janzen211	149	1	150	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Eupithecia	NA	149	43
eupithecia_janzen230	15	16	31	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Larentiinae	NA	Eupithecia	NA	13	5
euprosterna_elaea	4	16	20	0	n	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	NA	Euprosterna	NA	4	4
euprosterna_wemilleri	40	1	41	0	n	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	NA	Euprosterna	NA	30	29
euptychia_westwoodi	7	30	37	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Euptychia	NA	4	4
euptychia_westwoodidhj01	135	1	136	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Satyrinae	NA	Euptychia	NA	46	21
eupyrrhoglossum_sagra	70	10	80	0	n	Arthropoda	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Dilophonotini	Eupyrrhoglossum	NA	66	64
eurema_boisduvaliana	30	2	32	0	n	Arthropoda	Insecta	Lepidoptera	Pieridae	Coliadinae	NA	Eurema	NA	30	26
eurema_xanthochlora	33	18	51	0	n	Arthropoda	Insecta	Lepidoptera	Pieridae	Coliadinae	NA	Eurema	NA	23	15
eurybia_lycisca	13	2	15	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Riodininae	NA	Eurybia	NA	3	2
eusarca_cramerariadhj03	24	1	25	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Eusarca	NA	23	21
euscirrhopterus_poeyi	70	73	143	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Agaristinae	NA	Euscirrhopterus	6	60	41
euselasia_amphidecta	40	5	45	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Euselasiinae	NA	Euselasia	NA	33	15
euselasia_cheles	22	1	23	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Euselasiinae	NA	Euselasia	NA	11	5
euselasia_chrysippe	158	38	196	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Euselasiinae	NA	Euselasia	NA	90	39
euselasia_hygenius	2	5	7	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Euselasiinae	NA	Euselasia	NA	NA	NA
euselasia_hygeniusdhj01	66	24	90	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Euselasiinae	NA	Euselasia	NA	49	27
euselasia_hygeniusdhj02	29	1	30	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Euselasiinae	NA	Euselasia	NA	22	3
euselasia_mystica	124	58	182	0	n	Arthropoda	Insecta	Lepidoptera	Riodinidae	Euselasiinae	NA	Euselasia	NA	80	49
eustrotia_merta	114	2	116	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Eustrotiinae	NA	Eustrotia	NA	94	57
eustrotia_poole03	20	1	21	0	n	Arthropoda	Insecta	Lepidoptera	Noctuidae	Eustrotiinae	NA	Eustrotia	NA	19	15
eutelia_chrysotermina	43	2	45	0	n	Arthropoda	Insecta	Lepidoptera	Euteliidae	Euteliinae	NA	Eutelia	NA	31	24
eutelia_furcata	105	24	129	0	n	Arthropoda	Insecta	Lepidoptera	Euteliidae	Euteliinae	NA	Eutelia	9	97	49
eutomopepla_artena	1	3	4	0	n	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	NA	Eutomopepla	NA	NA	NA
euxoga_argentilinea	22	1	23	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Nystaleinae	NA	Euxoga	NA	21	18
evenus_regalis	20	2	22	0	n	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Theclinae	NA	Evenus	NA	2	2
farigia_sagana	6	9	15	0	n	Arthropoda	Insecta	Lepidoptera	Notodontidae	Heterocampinae	NA	Farigia	NA	2	2
filinota_ignitadhj02	8	1	9	3	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Depressariinae	NA	Filinota	NA	7	7
filinota_janzen154	21	1	22	3	n	Arthropoda	Insecta	Lepidoptera	Depressariidae	Depressariinae	NA	Filinota	NA	15	15
fountainea_eurypyle	54	15	69	0	n	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Charaxinae	NA	Fountainea	NA	35	30
gamelia_musta	6	4	10	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Gamelia	NA	NA	NA
gamelia_mustadhj01	109	8	117	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Gamelia	NA	98	66
gamelia_mustadhj02	127	13	140	0	n	Arthropoda	Insecta	Lepidoptera	Saturniidae	Hemileucinae	Hemileucini	Gamelia	NA	95	75
ganyra_josephina	18	21	39	0	n	Arthropoda	Insecta	Lepidoptera	Pieridae	Pierinae	NA	Ganyra	NA	14	13
ganyra_limona	11	1	12	0	n	Arthropoda	Insecta	Lepidoptera	Pieridae	Pierinae	NA	Ganyra	NA	3	3
gelbiolep01_biolep24	103	13	116	42	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelBioLep01	NA	75	22
geljanzen_janzen278	26	1	27	4	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen	NA	19	13
geljanzen01_janzen01	21	2	23	1	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	13	11
geljanzen01_janzen07	9	4	13	2	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	5	5
geljanzen01_janzen1052	18	1	19	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	1	1
geljanzen01_janzen1056	2	1	3	1	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	2	2
geljanzen01_janzen11	8	1	9	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	7	3
geljanzen01_janzen116	5	1	6	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	NA	NA
geljanzen01_janzen156	44	1	45	36	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	40	21
geljanzen01_janzen16	25	7	32	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	7	5
geljanzen01_janzen171	20	1	21	6	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	15	14
geljanzen01_janzen180	73	22	95	6	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	41	22
geljanzen01_janzen19	5	1	6	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	NA	NA
geljanzen01_janzen22	0	11	11	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
geljanzen01_janzen23	19	6	25	10	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	11	11
geljanzen01_janzen235	50	4	54	15	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	37	27
geljanzen01_janzen241	31	2	33	1	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	31	10
geljanzen01_janzen28	83	40	123	4	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	62	32
geljanzen01_janzen281	13	3	16	5	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	13	7
geljanzen01_janzen285	4	8	12	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	4	4
geljanzen01_janzen293	19	1	20	4	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	10	8
geljanzen01_janzen302	9	1	10	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	9	5
geljanzen01_janzen318	21	2	23	2	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	17	8
geljanzen01_janzen319	117	18	135	44	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	74	29
geljanzen01_janzen345	8	1	9	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	3	2
geljanzen01_janzen347	9	10	19	4	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	9	8
geljanzen01_janzen348	48	26	74	9	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	2	24	16
geljanzen01_janzen349	30	18	48	1	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	2	29	14
geljanzen01_janzen350	43	4	47	23	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	31	19
geljanzen01_janzen365	31	3	34	12	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	31	19
geljanzen01_janzen369	81	12	93	34	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	55	34
geljanzen01_janzen394	34	11	45	6	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	16	10
geljanzen01_janzen396	4	1	5	0	n	Arthropoda	Insecta	Lepidoptera	Gelechiidae	NA	NA	gelJanzen01	NA	4	3
